Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4971003,Unit 1202 - 297 College St,Kensington-Chinatown - Toronto,Condo Apt,"$ 638,000","$630,135",2020-10-29,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,847","Condo Apt, Apartment",$321/month,0-5,0-499 feet²,None,heat,2 days,19 day(s),2020-10-28,2020-10-28,"$1,550",1.89%,College And Spadina,"Concierge, Games Room, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"**Excellent Location To U Of T**Very Bright&Spacious One Br Unit, 9Ft Ceiling, Wood Floor Throughout W/Modern Kitchen & B/I Appliances. Enjoy The Convenience Of Supermarket, Td Bank Downstairs. Walking Distance To Campus,Trendy Kensington Market, Tons Of Restaurants & Boutiques, Public Transit And So Much More! Great Building Amenities: 24Hrs Concierge, Party Room, Gym, Theatre, Billiards Room, Roof Top Terrace With Bbq And Guest Suite."
C4944294,Unit 1102 - 120 St Patrick St,Kensington-Chinatown - Toronto,Condo Apt,"$ 599,900","$550,916",2020-10-11,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,912","Condo Apt, Apartment",$691/month,-,600-699 feet²,None,"water,hydro,heat",25 days,19 day(s),2020-10-05,2020-10-07,"$1,875",2.02%,Queen & University,"Exercise Room, Outdoor Pool, Security Guard, Security System",W,Toronto,"Updated Condo At Queen And University. Large One Bedroom (681 Sq Ft) Plus An Open Balcony! One Of The Best Locations Downtown! Walk To Queen West, Art Gallery, Restaurants, Ttc, Subway, Shopping. Food Court Located In The Complex! Amenities Include Full Workout Gym, Sauna, Billiards And Outdoor Pool. All Utilities Are Included In The Maintenance Fee - Even The Cable Television!"
C4954841,Unit 306 - 80 Vanauley St,Kensington-Chinatown - Toronto,Condo Apt,"$ 1,150,000","$1,137,959",2020-10-29,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$889/month,New,900-999 feet²,None,,15 days,19 day(s),2020-10-15,2020-10-29,"$3,040",2.1%,Queen And Spadina,"Bbqs Allowed, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,"Gorgeous Custom Designed Tridel Condo. 2Bed, 2Bath, One Of A Kind Corner Suite With Wrap Around Terrace For Outdoor Living And Entertaining. $45,000 In Upgrades. Custom Kitchen, Slab Backsplash, Bosch Gas Cooktop (Only Gas In Entire Building), And Upgraded Appliances. Sun-Filled Suite With Additional Windows, A 538Sqft Private Terrace, With 2 Gas Lines For Outdoor Fireplace And Bbq. Last 2 Photos Are The Master Plan For The Area - Total Redesign!!"
E4967945,Unit 202 - 485 Logan Ave,North Riverdale - Toronto,Condo Apt,"$ 1,065,000","$1,090,794",2020-10-26,2+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, 3-Storey",$360/month,New,1200-1399 feet²,None,,3 days,7 day(s),2020-10-26,2020-10-26,"$3,325",3.19%,Gerrard Ave. East & Logan Ave,"Bike Storage, Security System, Visitor Parking",N,Toronto,"Welcome To Elevate At Logan. An Exclusive 2-Storey Stacked Townhouse Complex In The Heart Of Riverdale! Fully Integrated Smart Home W/ Living Space Of 1264 Sqft + 47 Sqft Balcony! Good Sized Living/Dining Area & Kitchen With Miele Full Size Appliances (Gas) As Standard. Large 2 Bedroom, Good Size Den. Occupancy Aug. 2021. Deposit Structure 2.5% On Signing,2.5% 60 Days,2.5% 120 Days,2.5% On Occupancy=10% Total Deposit."
E4967969,Unit 303 - 485 Logan Ave,North Riverdale - Toronto,Condo Apt,"$ 1,075,000","$1,091,272",2020-10-26,1+1 Bedrooms,3 Bathrooms,1 Garage,$ -,"Condo Apt, 3-Storey",$360/month,New,1000-1199 feet²,None,,4 days,7 day(s),2020-10-26,2020-10-26,"$3,268",3.13%,Gerrard Ave. East & Logan Ave,"Bike Storage, Security System, Visitor Parking",N,Toronto,"Welcome To Elevate At Logan. An Exclusive 2-Storey Stacked Townhouse Complex In The Heart Of Riverdale! Fully Integrated Smart Home W/ Living Space Of 1207 Sqft + 349 Sqft Terrace + 88 Sqft Balcony! Large Bedroom, Large Den With Skylight To Be Used As 2nd Bedroom. Good Sized Living/Dining Area,Kitchen With Miele Full Size Appliances (Gas) As Standard.Occupancy Aug. 2021. Dep. Structure 2.5% On Signing,2.5% 60 Days,2.5% 120 Days,2.5% On Occupancy - 10% = Total"
W4959455,Unit 1904 - 135 Marlee Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 588,888","$594,424",2020-10-19,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 1,607","Condo Apt, Apartment",$721/month,31-50,900-999 feet²,None,"water,hydro,heat",11 days,12 day(s),2020-10-19,2020-10-19,"$2,686",3.52%,Marlee & Eglinton,"Gym, Indoor Pool, Recreation Room, Sauna, Visitor Parking",N,Toronto,"Welcome To The Heart Of Midtown West. Very Private/Condo Bldng. This 2+Den Brm. Unit Features A Lrge. Balcony W/Sunfilled Breathtaking City & Park North/Views. Op/Concept Modern Kit W/Ss/Appl & Granite Counters, Steps To Eglinton/W Subway. Best Layout & Easy Access To All Amenities. Lamte/Flr Throughout. Lrge Oversize Master W W/I Closet & 2Pc Ensuite. W/To Cedarvale Park, Recreational Trails, Shops And Rest. ***Coming Soon Lrt!!!!!"
W4953931,Unit 1910 - 360 Ridelle Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 565,000","$566,862",2020-10-28,2 Bedrooms,2 Bathrooms,1 Garage,"$ 1,541","Condo Apt, Apartment",$755/month,-,1000-1199 feet²,Other,"water,hydro,heat",16 days,12 day(s),2020-10-14,2020-10-28,"$2,603",3.48%,Glencairn/Marlee/Eglinton Ave,"Exercise Room, Games Room, Gym, Indoor Pool, Sauna, Visitor Parking",E,Toronto,"Feast Your Eyes With Beautiful East View From Your Balcony And Watch The Sun Greet You Every Morning! Bright And Spacious 2 Bdrm Unit, Mbr Ensuite Updated 3Pc Washroom, Freshly Painted. Well Maintained Bldg With Roof Top Indoor Pool, Gymn, Sauna, Table Tennis, Cable Tv,Security Guard At Night, Visitor Parking. Very Convenient Location. Private Access To Glencairn Subway Stn From The Gate Of The Building. Near School, Park, Shops, Allen Rd And 401 Access"
W4963321,Unit 1702 - 135 Marlee Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 599,000","$615,115",2020-10-22,2 Bedrooms,2 Bathrooms,1 Garage,"$ 1,619","Condo Apt, Apartment",$721/month,-,1000-1199 feet²,None,"water,hydro,heat",8 days,12 day(s),2020-10-22,2020-10-22,"$2,603",3.24%,Allen Rd/Eglinton,"Gym, Indoor Pool, Party/Meeting Room, Sauna, Security System, Visitor Parking",W,Toronto,"Spacious 2 Bed 2 Bath On High Floor With An Unobstructed West View To Enjoy Spectacular Sunsets .Newer Open Concept Kitchen With Granite Countertop. Master Bedroom W/Walk-In Closet .Laminate Floor Throughout. Walk To Subway And Coming Soon Lrt. School, Parks .Quick Access 401"
W4936372,Unit 1201 - 135 Marlee Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 649,000","$663,940",2020-10-21,2 Bedrooms,2 Bathrooms,1 Garage,"$ 1,637","Condo Apt, Apartment",$721/month,-,1000-1199 feet²,None,"water,hydro,heat",30 days,13 day(s),2020-09-30,2020-10-14,"$2,603",3%,Marlee/Eglinton,"Bbqs Allowed, Bike Storage, Exercise Room, Indoor Pool, Sauna, Visitor Parking",Sw,Toronto,"Must See Gorgeous 2 Bed + 2 Bath Open Concept Condo W/ Unobstructed Views, Underground Parking. $$$ Spent On Renos W/ Beautiful Finishes In The Kitchen, Bathrooms, Bedrooms And Living Room. Custom B/I Tv Unit, B/I Bedroom Closets W/ Tons Of Storage. Steps To Subway, Allen Rd/Hwy401, Shopping. West Preparatory Junior Ps District. Common Area/Hallway Reno/Upgrades Scheduled For 2021!"
W4912518,Unit 409 - 360 Ridelle Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 575,000","$550,525",2020-10-14,2 Bedrooms,1 Bathrooms,1 Garage,"$ 1,595","Condo Apt, Apartment",$755/month,31-50,1000-1199 feet²,None,"water,hydro,heat",45 days,13 day(s),2020-09-15,2020-10-13,"$2,299",2.78%,Allen Rd & Eglinton Ave W,"Gym, Indoor Pool, Rooftop Deck/Garden, Sauna, Security System, Visitor Parking",W,Toronto,"Welcome To This Large & Bright Open Concept, Quiet West-Facing 2 Bdrm At The Allenway, A Well-Maintained Building W/ A Very Healthy Reserve Fund. 3 Min Walk To Glencairn/Viewmount Subway Via Private Gate & 6 Min Walk To Highly Ranked (Top 10% In Ontario) West Prep Elementary School. Maintenance Fee Incl. Heating, Hydro, Water, Cable, Building Insurance & Common Elements. Handicap Accessible. Freshly Painted Move-In Condition!"
W4963981,Unit 512 - 155 Marlee Ave,Briar Hill-Belgravia - Toronto,Condo Apt,"$ 799,000","$809,666",2020-10-22,3 Bedrooms,2 Bathrooms,1 Garage,"$ 2,440","Condo Apt, Apartment",$837/month,31-50,1200-1399 feet²,None,"water,hydro,heat",8 days,12 day(s),2020-10-22,2020-10-22,"$2,700",2.33%,Allen & Eglinton,"Games Room, Indoor Pool, Recreation Room, Sauna, Visitor Parking",W,Toronto,"Say Hello To This 1230 Sqft Rarely Offered Spacious 3 Bedroom Suite. Family Sized Layout To Live, Relax And Entertain In. Classy Kitchen Finishes And Updated Appliances. Master Bed Included Ensuite And Walk In Closet. 2nd + 3rd Beds Include Built In Closet Organizers. Custom Black Out Blinds In All Beds. Enjoy Sunset Views On The Oversized Balcony. Perfectly Located From Glencairn & Eglinton W Station; Minutes To Allen Rd, Hwy 401 & Future Eglinton Lrt."
W4961262,Unit 308 - 36 Howard Park Ave,Roncesvalles - Toronto,Condo Apt,"$ 549,000","$604,219",2020-10-29,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,165","Condo Apt, Apartment",$414/month,-,600-699 feet²,None,"water,heat",10 days,12 day(s),2020-10-20,2020-10-28,"$2,550",3.79%,Roncesvalles / Howard Park,"Bbqs Allowed, Bike Storage, Exercise Room, Media Room, Party/Meeting Room, Visitor Parking",Ne,Toronto,"Borrow A Cup Of Sugar From Your Neighbour! Friendly And Quiet Boutique Building In Roncesvalles; A Friendly And Vibrant Neighbourhood. Heat And Cool Your Suite Without Worrying About Emissions With This Building's Geothermal Heating And Green-Roof! Well-Designed Layout; A Beautiful Sense Of Space, Light And Privacy. 1 Bedroom + Den/Home Office, 1 Locker And 2 Owned Indoor Bike Parking Spots!"
W4945362,Unit 309 - 24 Noble St,Roncesvalles - Toronto,Condo Apt,"$ 599,000","$642,003",2020-10-20,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,685","Condo Apt, Loft",$338/month,-,500-599 feet²,None,water,23 days,12 day(s),2020-10-07,2020-10-20,"$2,464",3.46%,Queen/Dufferin,,S,Toronto,"This Is The Loft You've Been Waiting For! Just Move In! Authentic Historic Hard Loft, Post And Beam Conv 1 Bdrm With Exposed Brick & Orig 10 Ft High Factory Wood Ceiling. Must See Full Cust Designer Upgrades/Renos Including New Hrdwd Flrs,New Kitchen, New Cust Bath, New S/S Appl, Quartz Cntr Tops In Kitchen, Freshly Painted. Outdr Prkg Included In Maint. Mins To Restos/Bars & Queen West Streetcar. Walk Score:91,Transit Score:85, Bike Score:88"
W4968476,Unit 203 - 437 Roncesvalles Ave,Roncesvalles - Toronto,Condo Apt,"$ 689,900","$728,880",2020-10-27,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,859","Condo Apt, Loft",$510/month,0-5,500-599 feet²,None,"water,heat",3 days,12 day(s),2020-10-27,2020-10-27,"$2,471",2.84%,Bloor/Roncesvalles,"Concierge, Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",W,Toronto,"Fabulous 1+1 Bedroom Unit In The Sought-After And Rarely Available High Park Lofts. This Unit Is Bright And The Perfect Layout For Someone Looking For Loft Living In One Of The Most Vibrant Neighbourhoods In The City. 11' Ceilings And Open Concept. Great Office Nook And Spacious Bedroom With Ample Storage. Fireplace. Just Steps From High Park And Roncy Shops, U.P. Express, Bloor Go Station & Dundas West Subway Station, Mins To Lake/Qew/Gardiner."
W4928071,Unit 508 - 24 Noble St,Roncesvalles - Toronto,Condo Apt,"$ 530,000","$552,025",2020-10-26,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,649","Condo Apt, Apartment",$333/month,-,0-499 feet²,None,water,35 days,12 day(s),2020-09-25,2020-10-26,"$1,909",3%,Queen And Dufferin,,N,Toronto,"Authentic Hard Loft Located On The Top Floor Of Noble Court Lofts In The Heart Of Parkdale. Beautiful Exposed Brick And Beam Construction Is Accentuated By Soaring 10 Foot Ceilings & Ample Natural Light. This Open Concept Space Is A Perfect Place To Call Home, W/ Newer Appliances Incl. A Space Saving All-In-One Washer/Dryer, Or As A Modern Studio Located Steps From Queen St W. Both Bike Storage & Shared Parking Are Incl."
W4949527,Unit 509 - 25 Ritchie Ave,Roncesvalles - Toronto,Condo Apt,"$ 599,000","$614,208",2020-10-13,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,090","Condo Apt, Apartment",$407/month,6-10,500-599 feet²,None,water,20 days,12 day(s),2020-10-10,2020-10-10,"$2,057",2.75%,Howard Park/Dundas,"Bike Storage, Party/Meeting Room, Security System, Visitor Parking",Sw,Toronto,"Style, Uniqueness & Intelligent Design In This Secluded Roncey Hideaway! The Roncesvalles Lofts Have Only 56 Suites Over 5 Floors With Distinct European Class, Private Courtyard & Open Outdoor Halls. Enjoy The Beautiful View On Your 110 Sqft Terrace Overlooking Treetops Towards The Sunset. With Parking, Locker, Large Spa-Like Bathroom With Rain Shower You Will Be Wondering Why Don't They Build More Like This? Discover The Uncommon Before Someone Else Does!"
W4952515,Unit 203 - 1478 Queen St W,Roncesvalles - Toronto,Condo Apt,"$ 698,000","$746,569",2020-10-15,1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,528","Condo Apt, Loft",$370/month,6-10,800-899 feet²,None,water,17 days,12 day(s),2020-10-13,2020-10-15,"$2,365",2.78%,Queen & Lansdowne,Security System,S,Toronto,"Rarely Offered Modern 1-Bedroom 2-Bathroom Loft In The Heart Of Toronto's Trendiest Queen West Neighborhood. Drenched In Natural Light With Floor To Ceiling Windows. 22 Ft Exposed Industrial Ceilings, Hardwood Floors, Stainless-Steel Appliances, Quartz Countertop, Open Concept Living/Dining. Steps Away From The Ttc, Restaurants, Cafes And Bars. This One Is A Must See! Extras:Appliances: General Electric Oven, Hood Fan, General Electric Fridge/Freezer, Stainle"
W4961815,Unit 202 - 25 Ritchie Ave,Roncesvalles - Toronto,Condo Apt,"$ 519,900","$556,432",2020-10-27,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,003","Condo Apt, Apartment",$371/month,11-15,500-599 feet²,None,water,8 days,12 day(s),2020-10-21,2020-10-27,"$1,770",2.53%,Howard Park And Dundas,"Party/Meeting Room, Rooftop Deck/Garden, Security System, Visitor Parking",W,Toronto,This Super Well Laid Out 585 Sq Ft Unit Has No Wasted Space. Walk Right Into Your Home From An Exterior Common Area Shared With Only One Other Unit Which While Not A Private Balcony Does Provide Outside Space Right At Your Door With Direct Access To Ground Floor As Well So No Need For Elevators. Great Natural Light From Large West Facing Windows. Lovely Treed Common Courtyard With Furniture And Shared Bbq Area. Steps To The Heart Of Roncy
W4902420,Unit 413 - 24 Noble St,Roncesvalles - Toronto,Condo Apt,"$ 919,000","$908,727",2020-09-22,2 Bedrooms,1 Bathrooms,1 Garage,"$ 3,346","Condo Apt, Loft",$660/month,-,900-999 feet²,None,water,51 days,12 day(s),2020-09-08,2020-09-22,"$2,937",2.51%,Queen And Dufferin,"Bike Storage, Security System",Se,Toronto,"Great Se Corner Unit In Noble Court Lofts. Bright , Airy 2 Br Flex-Plan , Brick And Beam Classic Loft With City Scape Views In Queen West Featuring Original 10 Ft High Factory Wood Ceilings, Exp. Brick Walls, 6 Arched Warehouse Windows And Hardwood Floors. Unique Open Concept Kitchen With Custom Wood Cabinets And Center Island Counter From The Original Drake Hotel Plus Upgraded Appliances. Steps To Queen West And Restos, Bars, Boutiques And Ttc Streetcar!"
W4881236,Unit 404 - 24 Noble St,Roncesvalles - Toronto,Condo Apt,"$ 695,000","$734,985",2020-10-21,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,201","Condo Apt, Loft",$475/month,16-30,600-699 feet²,None,water,70 days,18 day(s),2020-08-21,2020-10-21,"$2,293",2.49%,Queen St W / Dufferin,Security System,N,Toronto,"True Loft In Trendy Queen West! Large One Bedroom Unit Post And Beam Construction W/ Exposed Brick, Wood Ceilings W/ 9'8"" Height. Reno'd Kitchen W/ Granite Counters, S/S Appliances And Slate Backsplash. Unit Has Tons Of Storage. Steps To Ttc, Boutique Stores, Live Music, Everything Queen W Has To Offer At Your Door. Roncey, Trinity Bellwoods, Ossington Qew & The Lake All A Short Hop Away."
W4818044,Unit 302 - 57 Brock Ave,Roncesvalles - Toronto,Condo Apt,"$ 1,067,900","$1,103,347",2020-07-27,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$620/month,New,900-999 feet²,None,heat,119 days,20 day(s),2020-07-03,2020-07-27,"$3,072",2.48%,Queen St W & Dufferin St,"Concierge, Exercise Room, Gym, Rooftop Deck/Garden, Security System",Sw,Toronto,"57 Brock Offers A Modern 7 Story Boutique Living Steps From Trendy Queen St W! Corner Unit With Split 2 Bedroom, Over 900 Sq Ft Of Bright Living Space Over Looking A Park. Sunny South West Exposure. Now Under Construction. Pick Your Own Finishes. Parking & Locker Available For Purchase."
W4967418,Unit 328 - 35 Wabash Ave,Roncesvalles - Toronto,Condo Apt,"$ 1,095,000","$1,096,174",2020-10-26,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,991","Condo Apt, 2-Storey",$496/month,0-5,900-999 feet²,None,,4 days,12 day(s),2020-10-26,2020-10-26,"$3,123",2.4%,Dundas/Sorauren,"Bbqs Allowed, Bike Storage, Recreation Room, Security System, Visitor Parking",W,Toronto,"Incredible Roncesvalles Unit Upgraded Throughout W/Immaculate Taste And Style. Walk To All That Roncy Has To Offer With Parks, Shops And Markets In One Of Toronto's Most Vibrant Family Community's. An Extremely Efficient Layout W/ 208 Sf Rooftop Terrace And Unimpeded Western Views. Additional Custom Kitchen Storage, Closets, Shelves And Built-Ins All Beautifully Done By Komandor, Pot-Lights + Upgraded Fixtures. Over $50K In Upgrades + Large Locker!"
W4952276,Unit Ph8 - 363 Sorauren Ave,Roncesvalles - Toronto,Condo Apt,"$ 1,049,000","$1,067,685",2020-10-20,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,994","Condo Apt, Loft",$672/month,11-15,800-899 feet²,None,"water,heat",16 days,12 day(s),2020-10-14,2020-10-20,"$3,000",2.09%,Sorauren And Dundas,"Bbqs Allowed, Bike Storage, Games Room, Gym, Party/Meeting Room, Visitor Parking",Se,Toronto,"Authentic Hard Loft/Robert Watson Lofts In Roncesvalles Industrial Coveted Character Building W/ Soaring Ceilings And Floor To Ceiling Windows That Blanket The Cityscape. South Views & Quiet Inner Courtyard. Double Balconies Off Both Bedrooms & Living Room. Water Hookup. $70K Worth Of Upgrades: Kitchen, 2 Baths, Flooring, And Appliances. Parking At Elevator - Bike Rack & Locker. Work From Home In Luxury!"
W4964744,Unit 203 - 363 Sorauren Ave,Roncesvalles - Toronto,Condo Apt,"$ 849,900","$880,799",2020-10-22,1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,339","Condo Apt, Loft",$609/month,11-15,700-799 feet²,None,"water,heat",8 days,12 day(s),2020-10-22,2020-10-23,"$2,188",1.67%,Dundas & Sorauren Ave,,Se,Toronto,"Once An Opportunity Has Passed, It Cannot Be Caught! Don't Miss Your Chance To Own This Hard Loft In The Iconic Robert Watson Lofts. Att To Detail And Custom Finishes Are Apparent At Every Turn. Soaring 13Ft Ceilings, Exposed Heritage Brick Walls, Century-Old Timber Post & Beam Ceiling, Oversized Windows & Polished Concrete Floors. Spacious & Open-Concept With Beautiful Courtyard Views & Oversized Balcony. Custom Cabinetry Throughout W/ Tons Of Storage."
W4932260,Unit G12 - 24 Noble St,Roncesvalles - Toronto,Condo Apt,"$ 799,000","$822,071",2020-10-12,1 Bedrooms,1 Bathrooms,1 Garage,"$ 3,664","Condo Apt, Loft",$757/month,-,1000-1199 feet²,None,water,31 days,12 day(s),2020-09-29,2020-10-08,"$2,464",1.93%,Queen/W Of Dufferin,,W,Toronto,"Welcome To Noble Court Lofts! Just Under 1200 Sqft Of Magical Space In One Of Toronto's Original And Most Sought After Hard Lofts. Both Work & Live Zoning. Value Wise This Might Be The Best Available Loft In The City! Renovated Corner Unit With Gorgeous Exposed Brick & Beam. Bathroom Features Tub & Separate Shower. Wood Plank Ceilings, End Suite W/ 8 Large Windows, Open Concept Living Space. Private Entrance At Back Right Of Building! Surface Level Parking."
